Type1,Type2,Type3,Rooms,Bathroom,Car,Landsize,BuildingArea,Distance,YearBuilt,Price
1,0,0,5,2,2,488,213,7,1930,1287000
1,0,0,4,1,1,488,142,7.8,1930,990000
0,0,1,3,2,3,488,135,12,1950,861000
1,0,0,2,1,0,488,113,4.3,1910,752500
1,0,0,3,1,1,488,217,13.5,1960,510000
1,0,0,4,3,1,487,260,11.2,1905,2905000
1,0,0,3,1,1,487,131,5.9,1900,1440000
1,0,0,2,1,2,487,105,3.5,1940,1222500
1,0,0,3,1,1,487,189,8.8,1925,1080000
1,0,0,3,2,1,487,190,8.4,2017,945000
1,0,0,2,1,1,487,88,8.5,1940,740000
1,0,0,3,1,0,486,115,12.6,1943,780000
1,0,0,4,2,2,485,133,5.7,1920,1280000
1,0,0,3,2,1,485,130,10.5,1950,700000
1,0,0,4,2,1,484,186,7.5,1950,1650000
1,0,0,3,1,2,484,102,26.5,1970,581000
1,0,0,4,2,2,484,159,20.6,2009,523000
1,0,0,3,2,1,483,171,10.1,1920,1840000
1,0,0,3,1,1,483,162,5.2,1890,1250000
1,0,0,3,1,2,483,186,8.4,1930,1171000
1,0,0,3,1,0,483,93.84,12.6,1950,710000
1,0,0,2,1,0,483,57,7.7,1950,575000
1,0,0,2,1,1,483,51,6.6,1970,540000
1,0,0,4,2,4,482,256,7.8,2006,1742000
1,0,0,3,1,1,482,109,12,1965,755000
1,0,0,3,2,2,482,147,23.2,1990,724000
1,0,0,4,2,2,482,207,20.6,2012,565000
1,0,0,3,4,2,482,166,13.5,1955,485000
1,0,0,3,3,2,481,244,10.7,2012,1590000
0,1,0,4,2,2,481,166,17.2,1965,890000
1,0,0,5,5,2,480,147,5.6,1979,3280000
1,0,0,4,3,2,480,244,11,2016,2220000
1,0,0,4,2,3,480,235,8.4,1940,1560000
1,0,0,4,2,2,480,214,20.6,2012,667000
1,0,0,4,2,1,480,120,18,2003,628000
1,0,0,3,2,2,480,195,14.8,2007,593000
1,0,0,1,1,1,480,53,3.3,1930,540000
0,0,1,3,1,4,479,182,5.2,1925,1925000
0,0,1,3,1,1,479,128,6.3,1930,1360000
1,0,0,3,2,3,479,153,11.2,1950,998000
1,0,0,3,2,1,479,121,8.8,1930,980000
1,0,0,2,1,2,479,85,8.8,1950,876000
1,0,0,4,2,2,479,157,12,1995,755000
1,0,0,3,1,2,479,115,6.7,1980,690000
1,0,0,4,2,2,479,166,20.6,2009,492000
1,0,0,4,3,1,478,270,5.9,1900,1850000
1,0,0,3,2,1,478,120,9.3,1925,1450000
1,0,0,4,1,3,478,152,6.2,1925,1270000
0,0,1,3,1,2,477,173,7.5,1880,1890000
1,0,0,3,2,3,477,258,6.9,2014,1550000
1,0,0,4,1,3,477,146,6.9,1910,1211000
1,0,0,2,1,2,477,143,8,1960,1065000
1,0,0,3,1,1,477,120,7,1960,670000
0,0,1,4,2,2,477,178,23.8,2012,625500
1,0,0,2,1,1,476,97,6.7,1930,996000
1,0,0,2,1,1,476,97,6.7,1930,996000
1,0,0,3,1,2,476,200,9.4,1956,640000
1,0,0,4,3,1,475,272,8,2007,1590000
1,0,0,4,2,2,475,245,11.8,1996,1302000
1,0,0,4,3,2,475,319,10.8,2002,1000000
1,0,0,4,2,2,475,220,25.9,2012,630000
1,0,0,4,3,2,474,180,6.3,1915,3000000
1,0,0,4,3,3,474,230,9.8,2010,2200000
1,0,0,4,2,4,474,210,12.9,2000,945000
1,0,0,3,1,1,474,114,11.2,1960,539000
1,0,0,3,1,2,474,104,34.9,1993,532000
1,0,0,3,2,2,473,171,7,1920,1320000
0,0,1,4,4,2,473,292,11.2,2013,2900000
0,0,1,6,4,2,472,328,3,1915,5600000
0,0,1,3,1,3,472,101,5.5,1924,1655000
0,1,0,3,1,2,472,95,7.7,1950,1080000
0,0,1,2,1,1,472,139,8.8,1940,986000
0,0,1,3,2,2,472,123,8.8,1965,917500
1,0,0,3,1,1,472,147,8.8,1965,900000
1,0,0,3,2,3,472,134,9.2,1970,860000
1,0,0,3,2,2,472,230,14.8,2005,535000
1,0,0,2,1,1,472,55,4.4,1960,390000
1,0,0,3,2,2,472,152,14.6,2001,917000
1,0,0,3,2,4,471,235,7.4,1985,2355000
1,0,0,3,2,2,471,144,21.3,1965,912000
1,0,0,2,1,2,471,103,7,1950,890000
1,0,0,3,1,1,471,121,10.5,1950,632000
0,0,1,3,2,3,470,152,5.2,1920,1691500
1,0,0,4,2,2,470,191,4.5,1940,1550000
0,0,1,4,2,1,470,153,6.5,1930,1428888
1,0,0,3,1,2,470,151,7,1950,1271000
0,0,1,2,1,2,470,136,8.4,1930,1030000
0,0,1,3,2,1,470,118,14.2,1960,1028800
0,0,1,3,1,2,470,115,8.4,1930,881000
0,0,1,3,1,1,470,127,7,1970,840000
1,0,0,2,1,1,470,65,2.1,2007,700000
1,0,0,3,3,2,468,148,9,1890,2200000
1,0,0,5,3,3,468,274,5.9,1925,2100000
1,0,0,3,2,3,468,135.5,8.4,1940,1242000
1,0,0,3,2,2,468,212,8.9,1985,1100000
1,0,0,3,1,2,468,92,11.2,1960,650000
1,0,0,3,2,1,468,153,12.4,1970,607500
1,0,0,3,1,2,467,155,6.6,1946,1395000
1,0,0,2,1,2,467,92,8.8,1950,886000
1,0,0,4,1,2,467,120,12.1,1970,800001
1,0,0,4,2,2,466,160,8,1930,1805000
1,0,0,3,2,2,466,176,7.5,1915,1450000
1,0,0,3,2,4,466,467,11.2,1930,1005000
1,0,0,3,1,2,466,107,15.5,1975,620000
1,0,0,3,1,2,466,101,31.7,1985,420000
1,0,0,3,1,1,466,103,18.4,2003,350000
1,0,0,4,2,2,465,148,7.5,1940,1500000
0,0,1,4,1,1,465,137,5.5,1890,1420000
1,0,0,3,1,1,465,115,9.1,1950,1190000
1,0,0,2,1,2,465,81,9.4,1960,650000
1,0,0,4,1,1,465,120,12.4,1970,610000
1,0,0,3,1,1,465,105,13.8,1975,725000
1,0,0,4,2,1,464,179,5.5,1910,1600000
0,0,1,3,1,1,464,147,13.8,1948,1450000
1,0,0,2,2,2,464,272,9.3,2016,1262000
1,0,0,3,1,1,464,120,7,1960,796000
1,0,0,3,1,2,464,125,11.2,1920,780000
1,0,0,3,1,3,464,124,9.9,1955,770000
0,1,0,3,2,2,463,209,11.2,1970,2100000
0,1,0,4,2,2,463,233,15.2,1998,1770000
0,1,0,3,1,2,463,119,7,1900,1460000
0,0,1,5,3,2,463,196,9.4,1930,1360000
1,0,0,3,1,2,463,131,6.5,1930,1195000
1,0,0,3,2,2,463,123,8.8,1920,1162500
1,0,0,4,2,2,463,80,6.7,1960,922000
1,0,0,2,1,3,463,123.5,6.3,1940,900000
1,0,0,3,1,3,463,107,12.6,1925,880000
1,0,0,4,2,2,463,307,14.8,2012,870000
1,0,0,3,1,1,463,119,7,1950,670000
1,0,0,3,2,1,462,132,7,1960,1050000
1,0,0,4,2,2,462,212,12.9,2008,931000
1,0,0,2,1,2,462,101,8.2,1960,850000
0,0,1,3,1,1,462,108,12.6,1930,840000
1,0,0,3,1,2,462,72,7.8,1920,680000
1,0,0,3,1,1,462,104,12.6,1956,605000
1,0,0,4,2,1,462,161,12.1,1970,600500
0,1,0,4,2,3,461,187,5.2,1930,1770000
0,0,1,6,2,1,461,286,5.9,1900,1430000
1,0,0,3,2,1,461,133,19.9,2005,800000
0,0,1,3,2,2,461,174,14.8,2000,580000
0,0,1,3,2,1,460,176,4.6,1940,2000000
0,1,0,3,2,1,460,123,8.4,1910,1800000
1,0,0,4,2,1,460,214,5.2,1916,1410000
1,0,0,3,1,4,460,141,6.7,1920,1210000
1,0,0,3,1,2,460,102,11.2,1965,601000
1,0,0,3,1,1,460,140,6.1,1955,1190000
1,0,0,3,1,1,459,130,9,1920,1587500
1,0,0,3,1,2,459,114,10.5,1970,810000
1,0,0,3,1,1,459,120,12.6,1955,625000
1,0,0,3,2,2,459,153,3.4,2003,1017500
1,0,0,3,2,2,458,165,7.2,1900,1975000
1,0,0,3,2,2,458,170,13.1,1950,1715000
1,0,0,4,2,2,458,200,7.5,1930,1315000
1,0,0,4,2,2,458,200,7.5,1930,1315000
1,0,0,4,2,1,458,153,8.4,1930,1280000
1,0,0,3,2,0,458,98,6.4,1930,767500
0,0,1,4,2,2,457,166,7.5,1900,2381000
0,0,1,2,1,3,457,89,7.8,1940,1008000
1,0,0,3,1,2,456,144,4.5,1950,1310000
1,0,0,3,2,2,456,137,11.2,1970,655000
1,0,0,3,1,1,456,94,11.2,1960,622500
1,0,0,4,2,3,455,178,7,1890,1606000
1,0,0,4,2,1,455,170,12.3,1900,1570000
1,0,0,4,1,1,455,145,6.2,1920,1200000
1,0,0,4,2,1,455,147,9.9,1950,810000
1,0,0,3,1,2,455,156,23,1960,637000
1,0,0,2,1,1,455,98,6.1,1890,1077000
1,0,0,4,3,2,454,275,11.4,2000,1518000
1,0,0,3,2,2,454,122,21.5,1950,940000
1,0,0,3,1,0,454,134,11.4,1940,620000
1,0,0,4,3,2,453,308,9.7,2016,1750000
1,0,0,3,1,2,453,102,9.2,1930,1601000
1,0,0,4,2,1,453,187,7.8,1910,1500000
1,0,0,4,1,2,453,145,6.9,1920,1361500
1,0,0,6,2,2,453,305,14.7,2001,1180000
1,0,0,2,1,3,453,93,5.5,1920,1170000
1,0,0,2,1,0,453,86,5.2,1920,1015000
1,0,0,3,1,2,453,145,8.4,1950,950000
1,0,0,4,2,2,453,213,13.6,2007,740000
1,0,0,4,2,2,453,213,13.6,2007,709000
1,0,0,3,2,1,453,153,18,1997,485000
1,0,0,5,2,2,452,319,7.5,1902,2250000
1,0,0,3,1,2,452,129,8.8,1890,1650000
1,0,0,3,1,1,452,175,5.9,1960,1215000
1,0,0,2,1,2,452,105,11.8,1930,1177000
1,0,0,3,1,0,452,146,8.4,1950,1075000
1,0,0,4,2,2,452,245,8.7,1999,1048700
1,0,0,4,1,1,452,125,7.8,1925,865000
1,0,0,4,2,2,452,159,18.4,2009,560000
1,0,0,4,2,2,452,134,18.4,1993,525000
1,0,0,3,2,2,452,140,17.4,1992,482000
1,0,0,3,1,2,451,121,9.3,1960,1460000
1,0,0,3,1,1,451,130,6.4,1910,932000
1,0,0,4,2,2,450,190,8,1910,2165000
1,0,0,5,3,1,450,265,5.5,1930,1700000
1,0,0,3,1,1,450,155,5.9,1920,1435000
1,0,0,5,3,2,450,260,18,2011,725500
1,0,0,4,2,1,449,252,7.9,1945,1410000
1,0,0,4,1,2,449,159,4.5,1930,1310000
1,0,0,4,1,1,449,129,6.2,1910,1305000
1,0,0,3,1,1,449,133,6.9,1910,1160000
1,0,0,3,2,3,449,154.3,6.2,1940,1100000
1,0,0,3,1,2,449,106.76,7,1940,892000
0,0,1,3,1,2,449,104,9.9,1950,700000
0,1,0,4,2,1,448,311,6.8,1998,1900000
0,0,1,3,1,1,448,104,7,1940,1081000
0,0,1,3,1,2,448,96,13.4,1950,1070000
0,0,1,3,2,1,448,147,7,1940,1000000
0,0,1,3,1,1,448,103,8.4,1930,972500
1,0,0,3,1,3,448,96,8.2,1925,913000
1,0,0,4,2,2,448,190,14.7,2012,698000
1,0,0,4,2,2,448,187,34.7,2010,645000
1,0,0,4,2,2,448,238,14.7,2011,620000
1,0,0,4,2,2,448,370,25.5,2012,595000
1,0,0,4,2,2,448,188,20.6,2011,592500
1,0,0,3,2,2,448,143,20.6,2010,552000
1,0,0,4,2,2,448,155,25.5,2011,530000
1,0,0,3,2,2,448,150,20.6,2008,500000
1,0,0,3,2,2,447,181,8.5,1920,1625000
1,0,0,7,3,1,447,287,5.9,1982,1205000
1,0,0,4,2,2,447,134,14,1996,537000
1,0,0,4,2,2,446,274,5.3,2002,3399000
1,0,0,3,1,2,446,115,5.4,1960,1510000
1,0,0,3,1,3,446,125,4.5,1940,1500000
1,0,0,4,2,2,446,152,6.3,1955,1407000
1,0,0,3,1,2,446,134,11.2,1980,1220000
1,0,0,5,3,2,446,286,8.7,2002,1150000
1,0,0,5,3,4,446,244,7,1950,1137500
0,0,1,4,1,3,446,101.7,5.1,1920,891000
1,0,0,3,1,3,446,126,10.5,1910,860000
1,0,0,3,1,1,446,115,9.9,1950,780000
1,0,0,3,1,1,446,114,19.9,1955,750000
1,0,0,2,1,4,446,82,17.2,1975,655000
1,0,0,4,2,1,445,175,3.5,1890,3400000
0,0,1,3,2,2,445,160,5.2,1925,2350000
0,0,1,3,2,1,445,182,7.5,1960,1398000
0,0,1,3,1,1,445,125,5.5,1920,1190000
0,0,1,4,1,5,445,139,7,1977,985500
0,1,0,4,2,3,444,256,5.2,1997,1500000
1,0,0,3,2,2,444,122,6.3,1945,982500
1,0,0,2,1,1,444,98,8.2,1940,912500
1,0,0,4,2,2,444,187,20.5,2008,658500
1,0,0,2,1,1,444,182,11.2,1915,975000
1,0,0,3,1,1,443,102,6.9,1930,1170000
1,0,0,3,2,2,443,201,25.2,2014,930000
1,0,0,4,1,1,442,112,5.3,1920,1685000
1,0,0,4,2,2,442,207,21.3,2016,1165000
0,1,0,3,2,5,442,249,8.9,2003,1070000
0,1,0,3,1,1,442,123,8.2,1950,840000
1,0,0,3,1,2,441,128,11.2,1910,2180000
1,0,0,4,2,2,441,164,6.9,1910,1505000
1,0,0,5,1,1,441,202,5.2,1940,1075000
1,0,0,4,2,2,441,255,6.7,2002,1020000
0,0,1,3,1,4,440,144,5.1,1895,2302000
1,0,0,3,2,3,440,190,8,1930,1500000
1,0,0,3,1,1,440,131,5.5,1930,1000000
1,0,0,3,2,2,440,120,5.9,1955,1000000
0,1,0,3,1,3,440,131,8.2,1950,820000
0,0,1,3,2,1,440,156,12.8,1995,705000
0,1,0,3,1,1,439,112,25,1970,700000
0,0,1,3,1,2,439,110,17.2,1960,820000
0,0,1,3,1,2,438,151,10.2,1906,1715000
1,0,0,4,2,2,438,210,11.7,2005,1255000
1,0,0,2,1,2,438,107,9.2,1910,1250000
1,0,0,3,1,1,438,115,7,1960,1005000
1,0,0,3,1,1,438,94,9.9,1960,815000
1,0,0,4,2,2,436,211,6.1,1880,1950000
1,0,0,3,1,2,436,142,6.9,1910,1480000
1,0,0,3,3,2,435,228,10.7,1915,1710000
1,0,0,3,1,0,435,200,4.6,1966,1650000
1,0,0,4,2,1,435,329,6.9,1920,1640000
1,0,0,3,1,2,435,138,6.5,1920,1290000
1,0,0,2,1,1,435,114,7,1950,780000
1,0,0,3,1,2,435,102,11.2,1960,610000
1,0,0,3,2,2,435,141,20,1980,1051000
1,0,0,4,1,0,434,144,2.6,1900,1775000
1,0,0,3,2,2,434,104,18.8,1960,815500
1,0,0,4,2,2,433,185,9.7,1955,1460000
1,0,0,3,1,2,433,144,6.3,1880,1230000
1,0,0,3,1,2,432,122,11.2,1930,1975000
1,0,0,5,1,1,432,200,4.4,1915,1550000
1,0,0,4,2,2,432,196,11.2,2000,1630000
1,0,0,3,2,2,431,120,7.5,1950,1865000
0,0,1,3,2,2,431,120,7.5,1950,1825000
1,0,0,3,2,2,431,232,5.4,2006,1750000
1,0,0,5,3,2,431,203,7.5,1920,1700000
1,0,0,4,2,1,431,152,6.9,1906,1530000
1,0,0,3,1,1,431,117,7.8,1970,1000000
1,0,0,4,2,3,431,246,6.9,1910,955000
1,0,0,3,2,2,431,431,18,2008,558000
1,0,0,3,2,3,430,215,8,1996,1575000
1,0,0,3,2,2,430,161,10.1,1938,1435000
1,0,0,4,2,1,430,155,6.7,1920,1085000
1,0,0,4,2,3,430,144,12.6,1945,895000
1,0,0,2,1,1,430,258,5.2,2006,585000
1,0,0,3,1,2,429,109,8.8,1950,580000
0,0,1,4,3,2,429,262,11.4,2013,1750000
1,0,0,3,2,2,428,100,7,1965,871000
1,0,0,2,1,1,428,84,10.5,1950,584000
0,1,0,4,2,2,427,233,7,2010,1550000
0,1,0,3,1,1,427,115,7.8,1938,1302000
0,0,1,3,2,2,427,119,6.4,1936,1100500
1,0,0,4,3,2,427,337,11.2,2012,2560000
1,0,0,4,2,2,426,255,13.8,2014,1620000
1,0,0,4,2,2,426,165,6.7,1930,1400000
1,0,0,3,1,2,426,120,11.2,1935,1385000
1,0,0,4,1,2,426,144,8.2,1930,830000
1,0,0,4,3,1,425,233,8.4,2015,1620000
1,0,0,3,1,2,425,166,11.4,1960,1295000
1,0,0,4,2,2,425,140,4,1920,1210000
1,0,0,3,4,2,424,201,10.3,2012,1750800
1,0,0,3,1,2,424,114,7.8,1950,1475000
1,0,0,2,1,1,424,89,5.6,1940,1331000
1,0,0,2,1,1,424,95,7.8,1930,895000
1,0,0,3,1,1,424,94,23.2,1970,606000
1,0,0,3,2,2,423,140,7.8,1940,1202000
1,0,0,3,1,0,423,142,10.5,1920,570000
1,0,0,2,1,1,423,62,5.9,1970,490000
1,0,0,3,2,2,422,120,7.5,1950,1402000
1,0,0,2,1,2,422,88,7.3,1940,1325000
0,0,1,3,1,2,422,109,6.4,1950,845000
1,0,0,3,1,2,422,132,9.9,1950,835000
1,0,0,3,2,2,422,126,13.5,1995,715000
1,0,0,3,1,1,422,104,11.2,1960,680000
0,0,1,4,3,3,421,170,10.5,2000,1850000
1,0,0,3,1,1,421,97,8.8,1930,810000
1,0,0,3,2,2,421,126,13.9,1950,780000
0,0,1,2,1,2,421,88,27,1975,612500
1,0,0,4,3,2,420,270,8.5,2016,2050000
1,0,0,4,2,3,420,160,6.1,1910,2000000
1,0,0,4,2,2,420,255,13.8,2013,1500000
1,0,0,4,3,1,420,146,7.8,1920,1136000
1,0,0,3,2,2,420,190,19.6,2012,568000
1,0,0,3,1,1,420,90,10.5,1960,550000
1,0,0,3,2,7,420,150,13.9,1970,560000
1,0,0,3,2,1,419,204,8.5,1908,2345000
0,0,1,2,1,0,419,76,12.3,1920,875000
1,0,0,2,1,1,419,100,11.2,1940,861500
1,0,0,2,1,2,419,135,14,1975,610000
1,0,0,4,1,0,418,163,3.2,1920,2175000
1,0,0,3,1,1,418,152,8.5,1890,1605000
1,0,0,4,2,0,418,158,5.9,1900,1430000
1,0,0,3,2,2,418,204,8,1995,1010000
0,0,1,2,1,0,418,94,10.5,1940,615000
0,1,0,2,1,1,418,76,23.2,1970,520000
0,1,0,3,1,2,418,132,13.6,1955,905000
0,0,1,3,3,2,417,220,7.8,2016,3300000
0,1,0,3,2,1,417,159,6.5,1920,1400000
1,0,0,4,3,2,417,203,14.3,1980,1385000
1,0,0,3,1,1,417,168,5.9,1900,1377000
1,0,0,3,2,3,417,153,6.5,1930,1370000
1,0,0,4,2,2,417,157,7,1900,1200000
1,0,0,3,2,1,417,178,7.8,1940,1064000
1,0,0,3,1,2,417,109,6.4,1950,870000
1,0,0,4,3,2,416,256,10.2,2014,1910000
1,0,0,4,1,1,416,129,5.2,1920,1790000
1,0,0,3,2,2,416,168,5.9,1900,1381500
1,0,0,4,2,2,416,182.9,14.7,2006,596000
1,0,0,2,1,2,416,93,16.3,1960,511500
1,0,0,4,2,1,415,218,5.5,1900,1700000
1,0,0,2,2,1,415,138,8.8,1925,860000
1,0,0,4,3,2,414,209,13.7,1950,1740000
1,0,0,3,1,3,414,153.1,7.8,1930,990000
1,0,0,2,2,0,413,172,3.2,1900,2400000
1,0,0,3,2,2,413,137,13.7,1970,1460000
1,0,0,3,2,4,413,126,5.2,1910,1010000
1,0,0,4,2,2,413,170,21.5,1975,920000
1,0,0,3,1,1,413,85,9.4,1960,465000
0,1,0,4,3,2,412,254,11.2,1930,2123000
1,0,0,4,2,2,412,423,13.8,1940,1820000
1,0,0,2,1,1,412,123,9.2,1950,1280000
1,0,0,4,1,1,412,160,7.8,1920,931000
0,0,1,3,1,1,412,162,8.2,1980,910000
0,1,0,3,1,1,412,133,12.8,2003,583000
1,0,0,3,1,1,412,103,45.9,1950,426000
1,0,0,2,1,2,411,165,11.2,1910,1532000
1,0,0,4,2,2,411,266,8,1996,1270000
1,0,0,3,2,0,411,114,6.2,1915,1210000
1,0,0,4,1,3,411,96,7,1910,1158000
1,0,0,3,1,1,411,168,5.9,1935,1095000
1,0,0,3,2,1,411,159,8,1990,960000
1,0,0,3,2,2,411,225,11.2,1997,1725000
1,0,0,4,2,2,410,275,4.6,1890,1976000
1,0,0,4,1,2,410,141,9.9,1940,650000
1,0,0,3,2,2,410,135,25.9,2012,547000
1,0,0,4,3,2,409,255,7.3,2016,2165000
1,0,0,4,2,2,409,181,6.2,1910,1567000
0,1,0,4,2,2,408,274,20,2010,2025000
1,0,0,3,2,0,408,199,6.9,1900,1630000
1,0,0,3,1,1,407,143,5.5,1900,1715000
0,1,0,4,2,2,407,300,17.2,2003,1290000
1,0,0,3,2,0,407,230,7.8,1930,1260000
1,0,0,3,1,3,407,93,10.2,1955,1210000
1,0,0,3,2,2,407,134,27,1970,836000
1,0,0,3,1,1,407,95,9.2,1930,650000
0,0,1,3,2,2,407,146,18.4,2010,526000
1,0,0,2,1,1,407,66,2.4,1960,575000
0,0,1,5,2,0,406,225,5.5,1900,1750000
0,0,1,3,1,1,406,156,5.2,1900,1275000
0,0,1,3,1,1,406,103,9.9,1960,775000
0,0,1,3,1,3,406,196,14.8,2005,600000
0,1,0,3,1,2,406,100,13.9,1996,790000
0,0,1,3,2,2,405,121,6.3,1910,1800000
0,1,0,3,1,1,405,102,7.8,1930,1602500
1,0,0,2,1,2,405,80,5.6,1890,1326000
1,0,0,3,2,3,405,156,7.8,1930,1278000
1,0,0,3,2,1,404,118,11.2,1953,1785000
1,0,0,3,2,2,404,190,9.7,2011,1500000
1,0,0,3,1,1,404,113,5.4,1930,1410000
1,0,0,4,2,2,404,165,15.2,1925,1235000
1,0,0,3,2,2,404,175,11.7,2009,960000
1,0,0,3,1,0,404,98,9.2,1950,655000
1,0,0,3,1,1,404,101,12.4,1960,526000
1,0,0,3,2,2,403,180,5.5,1920,1760000
1,0,0,3,1,2,403,124,7.3,1960,1300000
1,0,0,4,1,2,403,148,11.4,1950,821000
1,0,0,4,3,3,402,277,10.2,1950,2500000
1,0,0,3,2,2,402,200,14.3,2007,1360000
1,0,0,4,2,1,402,146,8.4,1925,1230000
1,0,0,3,2,2,402,143,14.2,1960,1205000
1,0,0,4,2,1,402,131,11.7,1960,995000
1,0,0,2,1,1,402,94,8.4,1920,962000
1,0,0,5,2,2,402,177,17.5,1980,883300
1,0,0,2,1,2,402,106,10.1,1970,910000
1,0,0,4,2,2,401,154,4.6,1910,2635000
1,0,0,3,1,3,401,107,9.2,1935,1500000
1,0,0,3,2,2,401,167,5.2,1920,1405000
1,0,0,3,2,2,401,121,10.7,1926,1301000
1,0,0,3,1,2,401,134,11.4,1960,1103000
1,0,0,3,1,1,401,114,11.4,1970,1045000
1,0,0,3,3,2,401,165,11.8,1965,905000
1,0,0,2,1,2,401,113.81,8.2,1945,888000
1,0,0,3,2,2,401,129,11.2,1970,1110000
1,0,0,3,2,2,400,216,5.9,2007,2020000
0,0,1,4,2,2,400,251,5.6,2000,1950000
1,0,0,3,1,2,400,145,7.8,1890,1905000
1,0,0,3,2,1,400,152,11.2,1930,1870000
1,0,0,3,2,1,400,168,8,1910,1445000
1,0,0,3,2,2,400,170,7.3,1900,1300000
0,0,1,4,1,2,400,147,8.8,1940,875000
0,1,0,4,1,2,400,117,8.8,1890,870000
1,0,0,3,2,4,400,94,12.2,1950,761000
1,0,0,3,1,1,400,135,21.3,1950,746000
1,0,0,4,2,2,400,248,25.5,2012,730000
1,0,0,2,1,1,400,88,8.8,1955,722000
1,0,0,3,2,2,400,146,13.1,1960,700000
1,0,0,4,2,2,400,171,20.6,2010,548000
1,0,0,3,2,2,400,179,25.9,2012,530500
1,0,0,3,2,2,400,153,18.4,2009,530000
1,0,0,4,2,2,400,136,14.7,2011,527000
1,0,0,3,2,2,400,143,20.6,1996,490000
0,1,0,4,2,2,400,151.54,27.2,2008,478000
1,0,0,3,2,1,400,126,7.7,1996,1395000
1,0,0,4,2,2,399,192,5.4,1920,2450000
1,0,0,3,1,2,399,121,8.8,1940,1040000
1,0,0,3,1,2,399,105,5.2,1950,1000000
1,0,0,3,2,0,399,110,7.9,1950,785000
0,1,0,4,2,2,399,212,11.7,2005,1270000
0,1,0,3,3,2,398,262,11.2,2012,2050000
0,1,0,3,2,0,398,150,15.2,1920,1710000
0,0,1,4,3,2,398,220,13.7,2014,1250000
0,1,0,4,2,1,398,123,7.8,1950,901000
1,0,0,3,2,2,397,80,5.6,1940,1575000
1,0,0,3,2,2,397,97,6.5,1920,1265000
1,0,0,2,1,2,397,96,11.4,1940,1200000
1,0,0,3,1,3,397,107,8.4,1925,980000
1,0,0,3,1,1,397,124,11.8,1940,940000
1,0,0,3,1,1,397,127,8.2,1960,878000
1,0,0,3,2,2,397,145,14.8,2007,630000
1,0,0,4,2,1,396,175,10.5,1908,2210000
1,0,0,3,2,2,396,105,7.4,1910,2025000
1,0,0,3,1,1,396,123,6.2,1900,1230000
1,0,0,3,1,0,396,113,7,1930,1110000
1,0,0,4,1,1,396,184,8.8,1920,920000
1,0,0,3,1,2,396,116,8,1950,855000
1,0,0,3,1,0,396,108,16.2,1955,806000
1,0,0,3,1,1,396,120,23,1950,662000
1,0,0,3,2,0,395,149,5.9,1880,2500000
1,0,0,3,2,2,394,160,6.9,1890,1400000
1,0,0,2,1,1,394,98,12.1,1950,610000
1,0,0,3,2,2,393,140,14.5,1950,926000
1,0,0,4,2,2,393,216,10.8,2008,882000
1,0,0,3,2,1,392,426,5.6,2015,1878000
1,0,0,3,1,2,392,98,6.7,1920,1070000
1,0,0,4,3,2,391,203,10.2,2016,1920000
1,0,0,3,2,1,391,173,8.5,1905,1755000
1,0,0,2,1,0,391,74,9.4,1960,613000
1,0,0,3,3,1,391,122,13.9,1950,791000
0,0,1,4,2,1,390,120,7.2,1920,2410000
1,0,0,4,2,2,390,235,15.2,2004,1660000
1,0,0,3,2,1,390,125,15.2,1950,1651000
1,0,0,2,1,2,390,102,7.5,1935,1585000
1,0,0,3,1,1,390,112,5.3,1920,1335000
1,0,0,4,1,2,390,120,8.8,1950,840000
1,0,0,4,2,3,390,149,8.2,1950,837000
1,0,0,3,1,1,390,84,8.4,1970,810000
1,0,0,3,2,1,390,126,7,1980,750000
1,0,0,3,2,1,390,147,19.6,2007,560000
1,0,0,3,1,1,390,86,9.4,1955,532000
1,0,0,3,1,1,390,118,16.7,1970,840000
1,0,0,4,2,0,389,158,7.7,1990,871500
1,0,0,4,2,0,389,158,7.7,1990,850000
1,0,0,3,2,2,389,161,18,2005,520000
1,0,0,2,1,1,389,104,17.9,2005,428000
1,0,0,4,2,0,388,178,6.8,1900,1920000
1,0,0,4,2,2,388,151,6.2,1890,1425000
1,0,0,4,1,1,388,120,6.9,1920,1225000
0,0,1,3,2,3,388,92,4.3,1950,870000
1,0,0,3,2,2,388,127,19.6,2012,630000
1,0,0,3,2,1,388,123,13.9,2007,920000
1,0,0,3,1,1,388,95,14,1992,500000
1,0,0,2,1,0,388,69,7.8,1960,495000
0,0,1,4,2,0,387,152,6.5,1900,1478000
0,1,0,3,1,1,387,135,8,1900,1131000
0,0,1,4,3,2,386,185,8.5,1913,1650000
0,1,0,4,4,2,386,147,12.4,1965,1585000
0,1,0,3,3,2,386,172,7,1940,1430000
0,1,0,5,3,1,386,218,6.6,1890,1275000
1,0,0,3,2,1,385,161,10.5,1940,1935000
1,0,0,3,1,3,385,98,7.8,1920,841000
1,0,0,3,1,2,385,140,11.8,2000,851000
1,0,0,3,2,3,384,123,6.1,1915,1891000
1,0,0,4,3,2,384,178,6.9,1920,1445000
1,0,0,3,1,2,384,89,5.2,1940,985000
1,0,0,3,1,2,384,108,13.1,1950,948000
1,0,0,4,1,2,384,131,25.2,1975,575000
1,0,0,3,1,1,384,112,11.7,1950,570000
1,0,0,3,2,2,384,120,13.9,1999,1025000
1,0,0,3,1,1,383,109,4.6,1910,1741000
